City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,nuuk,64.1835,-51.7216,-1.66,74,75,1.03,GL,1701648925
83,longyearbyen,78.2186,15.6401,-10.09,57,0,6.69,SJ,1701649151
84,zhezqazghan,47.7833,67.7667,-5.68,86,40,1.0,KZ,1701649151
85,mont-laurier,46.5501,-75.4993,-3.21,96,100,4.6,CA,1701649152
86,ujae,8.9322,165.7642,27.75,75,100,8.4,MH,1701649153
87,jaisalmer,26.9147,70.9181,17.5,31,0,2.9,IN,1701649154
88,holualoa,19.6228,-155.9522,26.97,80,40,4.12,US,1701649154
89,villa la angostura,-40.7617,-71.6463,7.95,83,0,1.1,AR,1701648997
90,miri,4.4148,114.0089,28.08,89,20,1.54,MY,1701649155
91,isenbuttel,52.4333,10.5833,-0.92,96,75,0.51,DE,1701649156
92,st. john's,47.5649,-52.7093,0.64,77,100,4.12,CA,1701649156
93,okondja,-0.6549,13.6753,22.22,97,96,0.61,GA,1701649157
94,carnarvon,-24.8667,113.6333,25.0,59,1,7.85,AU,1701649158
95,west island,-12.1568,96.8225,25.99,78,60,4.63,CC,1701649158
96,ilulissat,69.2167,-51.1,-5.99,73,75,1.54,GL,1701649159
97,tirmiz,37.2242,67.2783,7.05,70,0,3.09,UZ,1701649160
98,cinarli,41.4723,46.9156,4.09,45,64,3.34,AZ,1701649160
99,tsaratanana,-16.7833,47.65,22.34,81,58,3.33,MG,1701649161
100,bredasdorp,-34.5322,20.0403,14.67,81,35,2.56,ZA,1701649161
101,tolanaro,-25.0319,46.9987,21.5,76,71,5.53,MG,1701649162
102,caluula,11.9661,50.7569,25.83,64,88,6.28,SO,1701649163
103,balkanabat,39.5108,54.3671,15.08,30,0,2.14,TM,1701649163
104,praia da vitoria,38.7333,-27.0667,13.2,88,75,2.95,PT,1701649164
105,kota bharu,6.1333,102.2386,23.97,100,20,1.54,MY,1701649164
106,la'ie,21.6477,-157.9253,28.98,75,12,3.58,US,1701649165
107,inhambane,-23.865,35.3833,22.79,72,3,3.98,MZ,1701649166
108,adre,13.4667,22.2,20.9,18,70,4.94,TD,1701649166
109,kibaya,-5.3,36.5667,16.88,91,96,1.07,TZ,1701649167
110,taksimo,56.3444,114.8794,-17.25,91,99,0.47,RU,1701649168
111,korsholm,63.1142,21.6822,-11.67,93,0,1.34,FI,1701648895
112,gilgit,35.9221,74.3087,3.71,44,17,1.55,PK,1701649169
113,alice springs,-23.7,133.8833,33.75,16,0,4.63,AU,1701649169
114,fort st. john,56.2499,-120.8529,-4.06,100,100,5.66,CA,1701649170
115,klyuchi,52.2667,79.1667,-8.1,79,100,9.77,RU,1701649171
116,dryden,49.7833,-92.7503,0.16,80,100,4.12,CA,1701649171
117,lankaran,38.7543,48.8506,16.22,40,0,1.71,AZ,1701649172
118,ancud,-41.8697,-73.8203,10.28,68,13,3.72,CL,1701649172
119,saldanha,-33.0117,17.9442,13.03,84,87,4.12,ZA,1701649173
120,vammala,61.3333,22.9,-11.42,99,94,1.11,FI,1701649173
121,baruun-urt,46.6806,113.2792,-18.33,95,5,2.2,MN,1701649174
122,ma'rib,15.4591,45.3253,15.71,41,1,1.6,YE,1701649175
123,puerto natales,-51.7236,-72.4875,6.93,84,94,4.45,CL,1701649050
124,sinabang,2.4803,96.3801,26.09,83,100,2.23,ID,1701649176
125,rio gallegos,-51.6226,-69.2181,11.03,66,20,11.83,AR,1701649176
126,bloemfontein,-29.1211,26.214,15.71,59,56,0.0,ZA,1701649177
127,okhotsk,59.3833,143.3,-34.02,86,31,6.01,RU,1701649178
128,utrik,11.2278,169.8474,27.32,75,94,8.94,MH,1701649178
129,port mathurin,-19.6833,63.4167,25.67,83,85,7.99,MU,1701649179
130,crane,31.3974,-102.3501,16.23,23,0,6.97,US,1701649180
131,lebu,-37.6167,-73.65,11.58,78,0,10.92,CL,1701649180
132,villa gesell,-37.2639,-56.973,15.03,60,8,7.53,AR,1701649181
133,el granada,37.5027,-122.4694,17.14,82,40,3.09,US,1701649181
134,sangmelima,2.9333,11.9833,20.65,97,99,1.67,CM,1701649182
135,soio,-6.1349,12.3689,26.23,76,37,2.29,AO,1701649183
136,vorkuta,67.5,64.0,-25.97,97,93,1.93,RU,1701649184
137,sarmiento,-45.5882,-69.07,15.94,33,1,8.25,AR,1701649184
138,sitka,57.0531,-135.33,7.94,66,100,6.69,US,1701649055
139,yelizovo,53.1873,158.3805,-6.78,61,0,3.13,RU,1701649186
140,lefka,35.1106,32.8506,16.35,65,100,2.79,CY,1701649186
141,sao vicente,-23.9631,-46.3919,29.59,26,50,1.7,BR,1701649187
142,khandyga,62.6667,135.6,-49.56,100,94,0.52,RU,1701649187
143,el gouna,27.3942,33.6782,22.11,52,89,3.0,EG,1701649188
144,portland,45.5234,-122.6762,14.79,94,100,2.24,US,1701648998
145,bani walid,31.7566,13.9942,13.03,87,22,5.33,LY,1701649190
146,hermanus,-34.4187,19.2345,16.38,78,46,2.08,ZA,1701649191
147,badger,64.8,-147.5333,-20.36,79,40,1.54,US,1701649113
148,palmer,42.1584,-72.3287,6.03,84,100,4.63,US,1701648930
149,daru,-9.0763,143.2092,28.86,76,100,4.27,PG,1701649193
150,north bend,43.4065,-124.2243,14.36,94,100,6.69,US,1701649193
151,letlhakane,-21.4167,25.5833,22.25,30,23,5.64,BW,1701649194
152,alness,57.696,-4.2551,-0.16,93,98,1.8,GB,1701649194
153,namtsy,62.7161,129.6658,-43.34,99,96,0.75,RU,1701649196
154,jamestown,42.097,-79.2353,5.85,96,100,9.77,US,1701649196
155,san andres,12.5847,-81.7006,28.14,81,15,8.03,CO,1701649197
156,port elizabeth,-33.918,25.5701,17.4,75,0,2.57,ZA,1701649197
157,shanhecun,44.7,127.2,-0.7,83,58,8.95,CN,1701649198
158,san julian,21.0167,-102.1667,13.27,75,100,0.52,MX,1701649198
159,batang,-6.4846,110.7083,27.24,80,100,1.99,ID,1701649199
160,pyu,18.4833,96.4333,21.22,90,92,2.43,MM,1701649199
161,malakal,9.5334,31.6605,26.55,31,8,1.67,SS,1701649200
162,voss,60.623,6.4229,-13.11,97,68,1.9,NO,1701649202
163,zeribet el oued,34.6828,6.5111,13.2,63,4,0.96,DZ,1701649203
164,kamaishi,39.2667,141.8833,6.87,71,36,2.63,JP,1701649203
165,atafu village,-8.5421,-172.5159,29.27,76,100,5.91,TK,1701649204
166,miles city,46.4083,-105.8406,1.54,51,0,3.09,US,1701649205
167,guerrero negro,27.9769,-114.0611,20.24,54,0,6.52,MX,1701649206
168,labrador city,52.9463,-66.9114,-15.05,78,100,1.54,CA,1701649206
169,nelson,-41.2833,173.2833,16.27,94,100,0.45,NZ,1701649207
170,mesquite,32.7668,-96.5992,19.32,39,0,0.89,US,1701649207
171,tosontsengel,48.7567,98.2839,-15.9,90,91,1.36,MN,1701649208
172,cabo san lucas,22.8909,-109.9124,26.95,52,0,2.06,MX,1701648696
173,fortuna,40.5982,-124.1573,15.37,92,100,5.14,US,1701649209
174,abu dhabi,24.4667,54.3667,26.64,72,0,0.0,AE,1701648999
175,rio grande,-32.035,-52.0986,20.06,79,100,9.35,BR,1701649210
176,sirte,31.2089,16.5887,19.43,67,9,8.9,LY,1701649211
177,micheweni,-4.9667,39.8333,26.48,83,82,4.48,TZ,1701649212
178,pedernales,18.0384,-71.744,25.96,78,0,2.53,DO,1701649213
179,askino,56.0901,56.5783,-10.48,95,100,2.72,RU,1701649213
180,prince rupert,54.3161,-130.3201,9.83,80,100,11.83,CA,1701649214
181,vanimo,-2.6741,141.3028,27.58,83,51,0.42,PG,1701649215
182,mahenge,-8.6833,36.7167,17.29,96,100,0.48,TZ,1701649215
183,valle de la pascua,9.2155,-66.0073,26.23,68,40,4.46,VE,1701649216
184,colonel hill,22.7667,-74.2167,26.61,76,70,5.82,BS,1701649217
185,isafjordur,66.0755,-23.124,0.59,88,88,4.13,IS,1701649217
186,labuan,5.2767,115.2417,30.2,79,20,1.54,MY,1701649218
187,izluchinsk,60.9794,76.9242,-28.88,91,20,6.3,RU,1701649219
188,hinche,19.15,-72.0167,22.33,92,18,3.05,HT,1701649220
189,makhambet,47.6667,51.5833,7.68,90,100,4.74,KZ,1701649220
190,neiafu,-18.65,-173.9833,29.38,74,75,7.2,TO,1701649221
191,kapuskasing,49.4169,-82.4331,-7.95,86,40,3.09,CA,1701649222
192,cruzeiro do sul,-29.5128,-51.9853,21.96,92,94,2.49,BR,1701649222
193,fort mcmurray,56.7268,-111.381,-7.23,86,0,3.6,CA,1701649223
194,arraial do cabo,-22.9661,-42.0278,24.1,91,57,9.88,BR,1701649223
195,souillac,-20.5167,57.5167,23.21,94,75,2.06,MU,1701649224
196,bethanie,-26.4833,17.15,22.6,24,30,2.1,NA,1701649225
197,kruisfontein,-34.0033,24.7314,13.02,90,53,2.14,ZA,1701649225
198,yilan,24.757,121.753,19.39,97,100,1.78,TW,1701649226
199,kyabe,9.4515,18.9449,27.76,28,56,1.06,TD,1701649227
200,santana do livramento,-30.8908,-55.5328,17.31,95,100,8.22,BR,1701649227
201,trendelburg,51.5741,9.421,-0.9,85,40,5.66,DE,1701649228
202,dudinka,69.4058,86.1778,-33.02,93,17,3.63,RU,1701649228
203,kandiari,26.9156,68.5216,18.23,38,0,1.58,PK,1701649229
204,cotonou,6.3654,2.4183,27.99,83,40,4.63,BJ,1701649230
205,constantia,44.1833,28.65,1.38,81,100,6.61,RO,1701649230
206,dumbea,-22.15,166.45,31.98,98,36,2.53,NC,1701649231
207,tondano,1.3038,124.9112,24.05,76,80,0.83,ID,1701649231
208,iskushuban,10.2837,50.23,21.44,72,98,3.49,SO,1701649232
209,kodiak,57.79,-152.4072,3.73,81,0,5.66,US,1701649233
210,ko pha ngan,9.7578,100.0291,25.38,83,99,7.02,TH,1701649233
211,mora,11.0461,14.1401,23.36,18,28,1.94,CM,1701649234
212,mount isa,-20.7333,139.5,34.87,31,5,2.57,AU,1701649235
213,xiangyang,32.0422,112.1448,8.33,50,100,2.04,CN,1701649236
214,cockburn town,21.4612,-71.1419,26.45,66,21,6.23,TC,1701649237
215,matsubase,32.65,130.6667,10.22,63,12,0.85,JP,1701649237
216,tuchkovo,55.6011,36.4681,-8.11,94,98,3.76,RU,1701649238
217,gereida,11.2811,25.1414,22.77,24,72,4.52,SD,1701649238
218,al bawiti,28.3492,28.8659,16.18,78,100,2.35,EG,1701649239
219,savalou,7.9281,1.9756,25.25,69,9,1.19,BJ,1701649240
220,newnham,-41.3833,147.1333,19.53,52,40,7.2,AU,1701649240
221,kabatas,40.75,37.45,12.86,51,100,4.29,TR,1701649241
222,cidreira,-30.1811,-50.2056,21.6,93,64,3.01,BR,1701649242
223,gagnoa,6.1293,-5.9437,23.72,92,52,1.25,CI,1701649243
224,rongelap,11.1635,166.8941,27.5,71,98,7.52,MH,1701649243
225,kirakira,-10.4544,161.9205,27.22,88,100,5.41,SB,1701649244
226,kerikeri,-35.2268,173.9474,22.41,77,100,3.82,NZ,1701649245
227,namibe,-15.1961,12.1522,22.72,87,100,1.65,AO,1701649246
228,chui,-33.6971,-53.4616,17.2,55,100,7.25,UY,1701649247
229,karratha,-20.7377,116.8463,27.04,71,9,5.16,AU,1701649121
230,cooma,-36.2333,149.1333,20.61,53,47,1.51,AU,1701649005
231,susuman,62.7833,148.1667,-32.67,99,100,0.63,RU,1701649248
232,ust-nera,64.5667,143.2,-39.55,98,100,1.83,RU,1701649249
233,astrakhan,46.3497,48.0408,8.93,100,100,3.13,RU,1701649250
234,chibougamau,49.9168,-74.3659,-12.21,85,0,4.63,CA,1701649251
235,carutapera,-1.195,-46.02,26.59,83,83,2.74,BR,1701649251
236,ocampo,21.65,-101.5,10.68,85,100,3.49,MX,1701649252
237,bonnyville,54.2668,-110.735,-2.38,92,33,2.15,CA,1701649252
238,kalmunai,7.4167,81.8167,25.01,91,70,3.78,LK,1701649254
239,cove,7.221,2.3402,24.37,92,16,1.65,BJ,1701649254
240,bazarak,35.3129,69.5152,1.33,70,7,4.44,AF,1701649255
241,gadzhiyevo,69.2551,33.3362,-4.03,93,100,1.23,RU,1701649255
242,urangan,-25.3,152.9,26.56,77,26,1.22,AU,1701649141
243,idku,31.3078,30.299,19.66,81,93,3.09,EG,1701649256
244,anadyr,64.75,177.4833,-18.72,84,20,3.0,RU,1701649257
245,puerto leguizamo,-0.1934,-74.7819,26.14,72,97,1.12,CO,1701649257
246,zouerate,22.7187,-12.4521,20.7,47,35,3.23,MR,1701649258
247,aldinga beach,-35.2793,138.4604,33.44,39,12,4.21,AU,1701649258
248,petropavlovsk-kamchatsky,53.0452,158.6483,-7.53,76,0,3.58,RU,1701649259
249,afaahiti,-17.75,-149.2833,30.93,83,100,9.91,PF,1701649259
250,lazaro cardenas,17.9583,-102.2,26.79,74,53,1.26,MX,1701649260
251,griffith,41.5284,-87.4237,3.83,82,100,5.14,US,1701649261
252,igarka,67.4667,86.5833,-35.41,97,23,3.37,RU,1701649261
253,colonia,50.9333,6.95,1.6,80,0,5.14,DE,1701649262
254,mournies,35.4764,24.0092,12.22,87,20,0.0,GR,1701649263
255,howard springs,-12.497,131.047,30.95,64,94,1.16,AU,1701649264
256,tazacorte,28.629,-17.9293,17.86,88,0,3.09,ES,1701649265
257,dunedin,-45.8742,170.5036,14.33,52,61,2.68,NZ,1701649266
258,arkhara,49.4212,130.0842,-10.13,92,100,4.02,RU,1701649266
259,kindu,-2.95,25.95,20.3,99,100,0.77,CD,1701648974
260,queenstown,-31.8976,26.8753,15.64,90,76,2.22,ZA,1701649268
261,ivankiv,50.9386,29.8943,-5.74,95,98,3.67,UA,1701649268
262,cutral-co,-38.9469,-69.2089,16.06,10,0,0.89,AR,1701649269
263,santa terezinha,-29.9002,-50.0904,21.3,94,88,2.45,BR,1701649269
264,hithadhoo,-0.6,73.0833,27.68,78,65,3.73,MV,1701649270
265,kochenevo,55.0218,82.202,-6.34,92,98,8.76,RU,1701649271
266,chonchi,-42.6128,-73.8092,10.62,75,43,2.01,CL,1701649271
267,kimbe,-5.5502,150.1429,31.66,61,42,0.78,PG,1701649272
268,bria,6.5423,21.9863,22.35,80,55,1.26,CF,1701649273
269,gizo,-8.103,156.8419,25.96,93,100,10.8,SB,1701649273
270,taltal,-25.4,-70.4833,18.13,77,22,1.85,CL,1701649274
271,sao bartolomeu de messines,37.2602,-8.2867,15.23,82,96,2.44,PT,1701649274
272,massawa,15.6097,39.45,27.7,69,0,1.32,ER,1701649275
273,vilyuysk,63.7553,121.6247,-48.44,100,77,0.13,RU,1701649275
274,candelaria,13.9311,121.4233,27.44,90,74,3.16,PH,1701649276
275,ugoofaaru,5.6667,73.0,28.23,76,20,3.27,MV,1701649277
276,burao,9.5221,45.5336,18.03,36,20,6.51,SO,1701649277
277,novyy urengoy,66.0833,76.6333,-28.59,96,6,5.55,RU,1701649230
278,constitucion,-35.3333,-72.4167,13.23,74,0,6.86,CL,1701649177
279,weno,7.4515,151.8468,29.97,74,100,5.14,FM,1701649279
280,luderitz,-26.6481,15.1594,16.6,66,0,7.94,NA,1701649280
281,sault ste. marie,46.5168,-84.3333,-1.69,48,100,3.09,CA,1701649195
282,dammam,26.4344,50.1033,18.08,88,0,3.6,SA,1701649281
283,rikaze,29.25,88.8833,-6.49,35,6,1.36,CN,1701649282
284,guankou,28.15,113.6333,8.89,87,98,0.86,CN,1701649283
285,tsiombe,-25.3,45.4833,21.34,69,0,6.14,MG,1701649283
286,hasaki,35.7333,140.8333,10.16,52,1,5.59,JP,1701649284
287,brookings,44.3114,-96.7984,-0.46,86,100,1.54,US,1701649071
288,siirt,37.9326,41.9403,7.61,49,77,0.5,TR,1701649286
289,arkalyk,50.2486,66.9114,-5.52,77,87,4.68,KZ,1701649287
290,fada,9.5667,8.3,21.13,38,47,1.46,NG,1701649288
291,vadso,70.0744,29.7487,-2.91,86,75,4.63,NO,1701649289
292,hadibu,12.65,54.0333,25.06,67,87,7.51,YE,1701649290
293,aasiaat,68.7098,-52.8699,-10.93,83,100,1.4,GL,1701649291
294,capri,40.5507,14.2426,12.38,56,43,2.33,IT,1701649291
295,bonthe,7.5264,-12.505,26.51,85,94,2.35,SL,1701649292
296,rabaul,-4.1967,152.1721,28.18,74,96,0.42,PG,1701649292
297,castillos,-34.1667,-53.8333,16.22,48,100,6.41,UY,1701649293
298,bowral,-34.4667,150.4167,19.52,50,46,1.48,AU,1701649293
299,puerto baquerizo moreno,-0.9,-89.6,23.92,79,67,4.35,EC,1701649294
300,san luis rio colorado,32.4631,-114.7767,21.1,29,40,1.95,MX,1701649295
301,newman,37.3138,-121.0208,16.68,46,100,1.48,US,1701649295
302,rosa zarate,0.3333,-79.4667,24.82,87,97,1.91,EC,1701649296
303,mandla,22.6,80.3833,17.59,75,100,1.21,IN,1701649297
304,birao,10.2849,22.7882,22.63,27,81,1.78,CF,1701649298
305,kirensk,57.7853,108.1119,-5.58,86,100,4.02,RU,1701649298
306,kone,-21.0595,164.8658,32.55,44,54,0.62,NC,1701649051
307,brokopondo,4.75,-55.1667,27.17,73,92,4.41,SR,1701649299
308,taulaga,-11.0553,-171.0883,28.4,78,100,5.94,AS,1701649300
309,bikenibeu village,1.3673,173.1241,30.98,74,75,3.6,KI,1701649301
310,sambava,-14.2667,50.1667,24.11,84,61,5.92,MG,1701649301
311,la ronge,55.1001,-105.2842,-12.86,85,0,1.03,CA,1701649302
312,kharp,66.8014,65.8081,-27.44,94,54,1.15,RU,1701649302
313,tuy hoa,13.0833,109.3,24.27,92,100,1.74,VN,1701649303
314,ketchikan,55.3422,-131.6461,8.26,87,100,6.17,US,1701649303
315,crucecita,-28.95,-58.9833,20.25,97,98,3.26,AR,1701649304
316,revda,56.801,59.9303,-14.44,98,99,1.5,RU,1701649304
317,xifeng,42.7372,124.7222,0.69,76,23,7.18,CN,1701649305
318,port alfred,-33.5906,26.891,14.54,93,59,2.98,ZA,1701649306
319,waitara,-38.925,174.25,18.33,86,98,3.15,NZ,1701649306
320,port lincoln,-34.7333,135.8667,23.87,47,0,3.73,AU,1701649307
321,shanor-northvue,40.9105,-79.9156,9.06,69,75,8.23,US,1701649307
322,katsuura,35.1333,140.3,11.24,45,0,2.62,JP,1701649302
323,ilha de mocambique,-15.0342,40.7358,26.32,67,32,3.11,MZ,1701649308
324,atar,20.5169,-13.0499,23.01,32,0,2.55,MR,1701649309
325,amga,60.8953,131.9608,-49.47,100,67,0.38,RU,1701649309
326,bamboo flat,11.7,92.7167,27.05,89,75,3.6,IN,1701649310
327,selfoss,63.9331,-20.9971,-1.64,59,100,3.46,IS,1701649311
328,murzuq,25.9155,13.9184,16.29,19,2,4.57,LY,1701649311
329,broome,42.2506,-75.833,8.03,89,100,3.6,US,1701649312
330,saint-pierre,-21.3393,55.4781,20.87,68,40,4.63,RE,1701649313
331,starobin,52.7267,27.4606,-7.96,97,98,3.05,BY,1701649313
332,outokumpu,62.7269,29.0159,-13.06,100,98,0.7,FI,1701649314
333,santa ana de yacuma,-13.75,-65.4333,25.71,83,88,2.34,BO,1701649315
334,vila velha,-20.3297,-40.2925,26.08,87,40,5.14,BR,1701649243
335,archangelos,36.2149,28.1149,17.39,80,47,4.41,GR,1701649317
336,vilyuchinsk,52.9306,158.4028,-6.71,70,3,4.31,RU,1701649318
337,dawesville,30.9224,-84.0091,20.38,96,100,0.0,US,1701649318
338,greenbrier,36.4276,-86.8047,10.79,75,0,0.0,US,1701649315
339,kokstad,-30.5472,29.4241,14.9,97,94,0.97,ZA,1701649320
340,puerto deseado,-47.7503,-65.8938,12.53,44,10,9.4,AR,1701649320
341,gedo,9.0167,37.45,11.38,55,73,1.48,ET,1701649321
342,sciacca,37.5082,13.0881,10.57,73,3,4.15,IT,1701649321
343,bijar,35.8668,47.6051,3.32,37,1,2.4,IR,1701649322
344,mossel bay,-34.1831,22.146,16.96,75,100,2.25,ZA,1701649323
345,saint-philippe,-21.3585,55.7679,20.77,72,55,1.81,RE,1701649324
346,lagos,6.5833,3.75,27.18,91,8,1.6,NG,1701649324
347,ipira,-12.1583,-39.7372,24.02,70,0,5.7,BR,1701649325
348,mary,37.0,62.5,13.99,34,0,3.1,TM,1701649326
349,broken hill,-31.95,141.4333,29.95,17,1,5.52,AU,1701649326
350,lompoc,34.6391,-120.4579,18.08,68,0,9.26,US,1701649327
351,georgetown,5.4112,100.3354,26.64,92,20,1.54,MY,1701649327
352,guichon,-32.35,-57.2,16.19,48,100,7.77,UY,1701649328
353,loch garman,52.3342,-6.4575,6.61,100,100,6.26,IE,1701649329
354,batticaloa,7.7102,81.6924,25.26,89,50,2.16,LK,1701649329
355,berezovyy,51.6667,135.7,-11.12,84,100,0.78,RU,1701649330
356,ilebo,-4.3167,20.5833,21.15,100,100,0.29,CD,1701649331
357,andergrove,-21.0833,149.1833,32.58,71,89,2.77,AU,1701649331
358,san jeronimito,17.55,-101.3333,29.91,66,40,0.0,MX,1701649332
359,kodinsk,58.6881,99.1844,-4.2,96,100,2.75,RU,1701649332
360,bluefields,12.0137,-83.7635,25.55,90,51,2.76,NI,1701649333
361,juan griego,11.0817,-63.9655,26.17,84,8,5.68,VE,1701649334
362,kununurra,-15.7667,128.7333,32.99,52,48,2.57,AU,1701649334
363,tindouf,27.6711,-8.1474,15.25,41,0,2.06,DZ,1701649335
364,soroti,1.7146,33.6111,19.93,75,55,1.67,UG,1701649335
365,kilindoni,-7.9139,39.6668,26.47,81,91,2.64,TZ,1701649336
